day_of_week,hum,weathersit,holiday,season,temp,hr,cnt
4,0.88,2,0,4,0.52,3,13
3,0.83,1,0,3,0.66,6,102
4,0.53,2,0,3,0.86,21,236
0,0.43,1,0,2,0.4,8,596
3,0.37,1,0,3,0.88,14,176
0,0.94,1,1,2,0.64,0,103
3,0.48,1,0,3,0.74,23,171
5,0.45,1,0,4,0.52,15,567
5,0.44,1,0,1,0.44,20,148
6,0.75,1,0,4,0.28,0,75
6,0.81,1,0,4,0.34,3,48
4,0.4,2,0,3,0.76,12,379
5,0.39,1,0,1,0.5,20,170
6,0.88,2,0,3,0.6,3,43
1,0.62,1,0,2,0.78,19,285
3,0.7,2,0,1,0.3,6,87
1,0.8,2,0,1,0.16,15,47
0,0.77,2,0,2,0.44,2,35
1,0.43,1,0,1,0.16,22,77
5,0.42,1,0,1,0.5,13,313
0,0.75,1,0,4,0.2,8,397
5,0.3,1,0,3,0.84,15,483
3,0.89,1,0,3,0.64,21,272
6,0.51,1,0,3,0.72,9,232
6,0.38,1,0,3,0.8,19,423
1,0.51,2,0,2,0.72,13,249
3,0.48,2,0,4,0.48,17,494
2,0.81,1,0,4,0.3,6,92
3,0.76,1,0,1,0.4,14,141
1,0.61,3,0,2,0.7,20,204
6,0.61,1,0,4,0.3,0,102
0,0.88,1,0,3,0.62,1,7
2,0.33,1,0,4,0.44,16,469
0,0.73,2,0,2,0.64,16,315
3,0.84,2,0,2,0.72,2,6
3,0.66,1,0,2,0.32,0,23
2,0.94,2,0,4,0.6,5,22
4,0.61,2,0,1,0.28,1,13
2,0.83,1,0,3,0.6,4,9
5,0.68,1,0,2,0.56,8,126
6,0.94,3,0,4,0.42,19,54
5,0.61,1,0,4,0.32,10,273
2,0.55,3,0,3,0.76,12,161
3,0.43,1,0,2,0.6,12,348
5,0.81,2,0,1,0.28,0,19
2,0.34,1,0,2,0.52,10,182
5,0.89,2,0,3,0.66,3,43
6,0.16,1,0,3,0.92,17,320
3,0.72,1,0,2,0.44,7,401
2,0.56,1,0,4,0.28,8,691
5,0.66,1,0,4,0.32,20,165
3,0.63,2,0,1,0.46,14,159
2,0.79,1,0,3,0.68,1,28
5,0.38,1,0,1,0.46,18,246
3,0.77,3,0,2,0.5,0,33
3,0.78,1,0,3,0.6,6,105
3,0.6,1,0,2,0.58,19,410
6,0.65,1,0,3,0.68,8,118
3,0.58,2,0,2,0.4,6,75
0,0.69,1,0,2,0.66,19,448
1,0.88,2,0,4,0.46,5,21
2,0.81,1,0,4,0.3,7,251
0,0.88,1,0,2,0.56,5,31
0,0.66,2,0,1,0.34,18,175
2,0.83,1,0,3,0.6,7,370
0,0.83,2,0,3,0.66,8,455
5,0.18,1,0,2,0.54,18,517
6,0.73,1,0,3,0.64,6,18
0,0.88,1,0,2,0.58,3,5
5,0.77,1,0,2,0.42,3,18
3,0.58,1,0,3,0.74,20,471
6,0.72,1,0,4,0.46,9,111
5,0.7,1,0,1,0.24,6,9
5,0.64,1,0,2,0.6,10,482
5,0.84,1,0,3,0.72,1,122
6,0.72,2,0,2,0.5,16,214
3,0.64,2,0,1,0.2,9,170
4,0.79,1,0,3,0.74,2,12
6,0.59,1,0,2,0.52,8,97
4,0.42,1,0,2,0.7,19,467
1,0.64,1,0,1,0.22,4,2
1,0.65,2,0,2,0.68,2,6
5,0.72,1,0,3,0.46,0,108
6,0.67,2,0,2,0.42,12,445
0,0.53,1,0,3,0.84,18,794
2,0.28,1,0,1,0.4,19,150
3,0.87,1,0,4,0.4,0,24
5,0.77,2,0,1,0.44,15,110
0,0.58,2,0,2,0.74,13,204
4,0.83,1,0,3,0.66,3,5
3,0.48,1,0,2,0.48,23,135
6,0.82,1,0,2,0.46,13,263
5,0.47,1,0,3,0.68,22,187
1,0.56,1,0,4,0.3,23,205
2,0.41,1,0,3,0.8,11,149
1,0.54,1,0,3,0.72,21,215
2,0.7,1,0,3,0.7,10,142
3,0.84,2,0,3,0.74,2,6
4,0.56,2,0,1,0.26,10,162
2,0.25,1,0,1,0.34,15,72
3,0.39,1,0,3,0.72,16,491
4,0.65,1,0,1,0.26,1,20
6,0.84,1,0,3,0.72,20,183
3,0.93,2,0,2,0.26,10,65
2,0.76,1,0,4,0.38,1,17
6,0.5,2,0,1,0.14,6,8
5,0.72,2,0,4,0.52,21,209
0,0.36,1,0,1,0.38,13,75
1,0.38,1,0,3,0.62,10,196
0,1.0,2,0,1,0.26,22,68
3,0.83,1,0,4,0.6,8,431
0,0.77,2,1,4,0.54,23,63
3,0.46,1,0,4,0.34,23,87
3,0.45,2,0,1,0.3,14,81
2,0.65,1,1,3,0.68,7,72
6,0.83,3,0,2,0.68,16,350
1,0.36,1,0,1,0.32,14,136
5,0.81,2,0,4,0.26,1,95
6,0.87,2,0,4,0.34,5,9
0,0.8,2,0,4,0.16,8,385
4,0.62,2,0,2,0.72,15,343
4,0.48,2,0,3,0.76,10,262
3,0.55,1,0,3,0.8,23,131
5,0.78,2,0,2,0.58,22,217
0,0.94,1,1,2,0.64,1,79
2,0.4,1,0,3,0.6,4,11
5,0.93,3,0,4,0.22,18,43
0,0.49,1,0,2,0.58,23,86
0,0.49,1,0,3,0.84,12,237
5,0.35,1,0,4,0.62,12,446
2,0.88,2,0,2,0.54,1,12
3,0.42,1,0,2,0.7,12,336
0,0.7,1,1,3,0.74,16,500
6,0.83,2,0,2,0.54,2,93
3,0.55,1,0,2,0.74,17,798
3,0.87,1,0,1,0.36,6,64
3,0.82,1,0,1,0.48,2,11
1,0.71,2,0,4,0.34,6,148
2,0.77,1,0,2,0.54,23,125
4,0.37,1,0,1,0.38,19,282
4,0.88,1,0,4,0.46,23,131
3,0.41,1,0,1,0.48,12,101
0,0.87,2,1,1,0.24,19,49
0,0.6,3,0,2,0.56,1,14
0,0.55,1,0,3,0.74,16,275
2,0.94,3,0,4,0.46,9,82
3,0.25,1,0,1,0.22,13,80
6,0.82,1,0,2,0.42,4,10
1,0.36,1,0,3,0.86,17,537
1,0.55,1,0,3,0.74,8,424
2,0.69,1,0,2,0.62,11,118
2,0.7,2,0,3,0.7,19,381
3,0.63,2,0,2,0.48,0,43
5,0.36,1,0,4,0.3,15,198
3,0.61,1,0,2,0.7,19,492
0,0.23,1,0,1,0.34,14,135
1,0.69,1,0,3,0.66,5,20
2,0.88,2,0,4,0.46,6,175
6,0.62,1,0,2,0.72,19,311
3,0.83,1,0,3,0.66,6,167
3,0.7,2,0,3,0.72,9,162
4,0.48,1,0,2,0.52,18,439
0,0.64,1,1,4,0.56,15,382
1,0.83,1,0,2,0.58,20,283
1,0.67,1,0,4,0.46,20,248
4,0.6,1,0,1,0.24,10,66
3,0.55,1,0,2,0.52,8,634
2,0.54,1,0,1,0.4,15,82
2,0.42,1,0,1,0.32,7,263
4,0.34,1,0,1,0.36,12,201
5,0.48,2,0,4,0.48,14,299
0,0.49,1,0,1,0.32,23,20
5,0.88,2,0,4,0.6,9,175
3,0.72,3,0,4,0.46,16,131
2,0.94,3,0,4,0.46,5,13
3,0.4,1,0,4,0.36,12,236
0,0.65,1,0,4,0.24,7,365
5,0.5,1,0,1,0.36,2,38
6,0.32,1,0,3,0.84,17,532
1,0.27,1,0,2,0.36,13,211
1,0.81,2,0,4,0.3,6,100
3,0.5,1,0,2,0.42,8,440
6,0.66,1,0,3,0.74,9,169
4,0.39,2,0,4,0.34,13,137
1,0.28,1,0,1,0.4,14,134
0,0.59,2,0,2,0.52,20,309
6,0.94,1,0,2,0.5,5,12
2,0.56,1,0,1,0.56,10,188
2,0.87,1,0,4,0.26,6,103
1,0.83,2,0,4,0.56,8,406
5,0.52,1,0,4,0.3,3,8
3,0.83,1,0,2,0.62,20,201
5,0.41,1,0,1,0.24,23,91
2,0.33,2,0,1,0.48,21,239
5,0.78,2,0,4,0.64,16,449
5,0.4,1,0,2,0.6,21,316
1,0.82,1,0,2,0.44,3,5
3,0.43,1,0,4,0.58,14,195
0,0.47,2,1,1,0.18,12,80
5,0.74,2,0,4,0.66,14,390
4,0.6,1,0,1,0.24,23,23
6,0.84,1,0,3,0.7,15,68
3,0.51,1,0,1,0.22,18,163
3,0.62,1,0,1,0.4,9,185
5,0.7,1,0,1,0.24,6,15
5,0.78,1,0,3,0.58,7,77
2,0.93,4,0,1,0.22,16,36
2,0.81,2,0,4,0.3,2,7
2,0.87,1,0,4,0.3,5,28
5,0.41,1,0,3,0.82,10,261
2,0.6,1,0,3,0.6,21,306
6,0.77,1,0,3,0.44,4,1
3,0.69,2,0,3,0.66,22,259
2,0.7,1,0,3,0.72,22,288
6,0.52,1,0,4,0.56,23,62
5,0.52,1,0,4,0.28,9,142
3,0.7,2,0,3,0.74,15,132
1,0.83,2,0,3,0.66,8,672
3,0.65,1,0,1,0.28,22,55
5,0.73,1,0,3,0.64,5,18
6,0.57,1,0,2,0.62,21,229
5,0.36,1,0,2,0.66,11,369
3,0.35,1,0,3,0.76,12,233
1,0.69,1,0,2,0.62,0,27
5,0.41,1,0,2,0.68,12,603
1,0.7,2,0,3,0.74,11,198
6,0.77,2,0,2,0.44,4,7
3,0.83,1,0,3,0.62,3,9
4,0.47,1,0,1,0.18,21,39
5,0.7,1,0,4,0.28,23,85
2,0.69,2,0,2,0.62,10,177
0,0.51,1,0,3,0.72,17,590
4,0.7,1,0,3,0.76,22,202
5,0.66,3,0,3,0.74,17,512
0,0.94,2,0,3,0.66,5,51
2,0.89,2,0,3,0.68,5,43
6,0.56,1,0,1,0.28,8,37
3,0.0,2,0,1,0.44,17,111
0,0.55,1,0,2,0.52,8,374
3,0.53,1,0,2,0.6,0,48
3,0.65,1,0,2,0.24,23,33
4,0.44,1,0,2,0.64,14,394
6,0.69,2,0,3,0.64,8,124
1,0.52,1,0,1,0.28,6,104
1,0.88,3,0,3,0.54,20,163
5,0.88,3,0,3,0.58,19,215
1,0.66,3,0,1,0.32,9,104
3,0.84,2,0,3,0.74,1,21
0,0.65,1,0,2,0.7,13,203
0,0.31,1,0,4,0.6,13,328
6,0.46,1,0,2,0.6,9,300
4,0.42,1,0,1,0.34,13,87
5,0.35,1,0,1,0.24,21,85
2,0.66,1,0,3,0.74,2,8
0,0.69,2,0,2,0.62,13,170
5,0.59,2,0,4,0.52,3,29
5,0.45,1,0,3,0.7,19,488
0,0.82,2,0,4,0.46,10,129
5,0.81,2,0,2,0.36,12,202
5,0.81,3,0,1,0.26,10,41
0,0.24,1,0,2,0.44,4,5
4,0.74,2,0,2,0.66,14,242
2,0.55,1,0,1,0.18,10,39
5,0.33,1,0,1,0.44,19,154
0,0.71,1,1,4,0.42,0,49
4,0.41,1,0,3,0.82,12,365
2,0.74,1,0,3,0.72,0,37
4,0.72,1,0,2,0.5,5,29
3,0.82,1,0,3,0.5,6,195
5,0.23,1,0,1,0.5,17,385
3,0.7,2,0,4,0.32,5,24
1,0.78,2,0,2,0.6,7,480
4,0.46,2,0,4,0.36,21,156
5,0.69,1,0,1,0.22,5,2
5,0.78,3,0,3,0.64,2,85
0,0.93,2,0,1,0.24,18,282
0,0.51,1,0,2,0.74,15,175
0,0.88,1,0,4,0.46,23,84
3,0.67,2,0,4,0.46,11,108
4,0.47,1,0,3,0.84,10,231
5,0.66,1,0,2,0.76,14,564
5,0.3,1,0,2,0.72,15,672
6,0.66,2,0,4,0.36,22,74
4,0.63,2,0,3,0.8,19,469
1,0.83,2,0,4,0.52,4,6
4,0.7,2,0,1,0.24,1,6
4,0.6,3,0,1,0.54,13,83
4,0.36,2,0,2,0.3,19,135
1,0.83,2,0,2,0.58,1,27
3,0.55,3,0,3,0.76,18,274
4,0.59,1,0,3,0.82,21,190
3,0.87,3,0,4,0.34,22,21
1,0.46,2,0,1,0.38,18,406
0,0.88,1,0,2,0.58,6,112
5,0.37,1,0,3,0.76,17,635
4,0.88,1,0,1,0.46,20,235
5,0.51,1,0,2,0.46,10,406
2,0.48,1,0,3,0.76,15,204
3,0.65,1,0,4,0.24,23,93
4,0.5,1,0,1,0.4,18,383
1,0.67,1,0,3,0.48,3,8
6,0.58,1,0,3,0.74,13,350
3,0.83,2,0,4,0.52,15,107
2,0.4,1,0,1,0.2,10,51
4,0.33,1,0,4,0.32,12,165
3,0.94,2,0,1,0.44,7,304
3,0.7,2,0,4,0.3,7,350
2,0.42,1,0,1,0.08,0,9
6,0.69,1,0,2,0.66,20,279
0,0.7,3,1,1,0.26,23,28
2,0.47,1,0,1,0.2,14,44
1,0.65,1,0,3,0.7,1,39
1,0.93,2,1,1,0.22,5,3
0,1.0,3,0,1,0.4,17,79
0,0.78,2,0,3,0.62,1,15
3,0.41,1,0,3,0.84,12,171
6,0.42,1,0,1,0.34,3,32
3,0.57,1,0,1,0.32,4,4
0,0.49,1,0,3,0.8,13,226
6,0.89,3,0,3,0.64,15,391
6,0.87,1,0,2,0.34,5,6
4,0.66,1,0,2,0.72,7,267
6,0.66,1,0,2,0.74,12,570
3,0.56,2,0,4,0.26,3,2
5,0.5,1,0,3,0.62,23,171
5,0.33,1,0,2,0.74,14,451
0,0.88,1,0,4,0.42,7,277
6,0.58,1,0,1,0.08,7,2
0,0.87,2,0,4,0.28,8,372
5,0.43,1,0,3,0.8,12,602
2,0.93,3,0,2,0.26,17,116
0,0.47,1,0,1,0.16,4,1
2,0.4,1,0,2,0.92,14,155
0,0.77,3,0,4,0.54,22,207
6,0.38,1,0,4,0.62,0,180
5,0.88,1,0,2,0.56,5,22
0,0.87,3,0,4,0.4,21,114
6,0.39,1,0,2,0.7,14,628
5,0.94,2,0,2,0.5,11,273
6,0.6,1,0,4,0.54,13,313
1,0.93,2,1,1,0.22,6,7
6,0.35,1,0,4,0.4,17,245
5,0.94,2,0,1,0.44,1,69
3,0.76,1,0,1,0.38,22,133
2,0.56,1,0,2,0.28,6,106
6,0.87,2,0,2,0.36,4,4
1,0.48,3,0,4,0.48,12,313
5,0.39,1,0,1,0.14,18,55
3,0.69,2,0,3,0.66,10,121
1,0.83,1,0,3,0.66,2,8
2,0.54,2,0,4,0.38,14,151
3,0.94,2,0,3,0.6,4,2
0,0.43,2,1,1,0.18,4,3
3,0.59,2,0,4,0.52,17,324
2,0.79,1,0,2,0.7,0,53
0,0.73,1,1,4,0.54,19,353
1,0.56,1,0,3,0.54,4,5
3,0.64,1,0,4,0.54,18,538
0,0.43,1,0,1,0.4,16,228
0,0.74,2,1,3,0.74,10,359
3,0.45,2,0,1,0.28,13,98
5,0.81,1,0,4,0.3,2,23
3,0.54,1,0,1,0.12,3,4
1,0.57,1,0,2,0.68,19,365
1,0.88,3,0,3,0.6,15,36
3,0.26,1,0,2,0.56,18,520
2,0.93,1,0,4,0.32,8,456
1,0.65,1,0,2,0.7,22,153
3,0.94,2,0,4,0.38,7,272
2,0.93,2,0,1,0.3,5,3
0,0.6,2,0,3,0.6,15,187
3,0.5,1,0,3,0.66,23,127
4,0.24,1,0,2,0.54,17,702
3,0.4,1,0,4,0.36,16,370
0,0.48,1,0,1,0.02,5,5
5,0.49,1,0,2,0.54,9,335
4,0.69,1,0,2,0.68,11,181
1,0.81,1,0,3,0.6,8,425
1,0.79,1,0,3,0.7,4,6
0,0.38,1,0,3,0.64,21,208
0,0.5,1,0,1,0.4,10,137
0,0.64,1,0,1,0.22,3,2
0,0.94,2,0,4,0.62,6,113
5,0.68,1,0,3,0.52,19,256
5,0.33,1,0,3,0.78,14,609
4,0.45,1,0,3,0.7,19,394
6,0.52,2,0,1,0.26,10,191
2,0.56,2,0,4,0.26,7,319
5,0.56,1,0,4,0.26,0,53
6,0.59,2,0,4,0.5,8,173
5,0.88,2,0,3,0.6,4,7
3,0.6,2,0,4,0.24,4,2
3,0.53,2,0,2,0.62,3,5
2,0.86,3,0,1,0.14,19,88
3,0.75,1,0,3,0.76,23,123
6,0.51,1,0,3,0.7,10,328
1,0.58,2,0,2,0.7,14,158
0,0.58,2,0,3,0.76,1,17
3,1.0,3,0,4,0.54,6,52
6,0.89,1,0,3,0.64,3,43
3,0.59,1,0,4,0.52,19,343
4,1.0,2,0,3,0.62,2,8
2,0.43,1,0,4,0.38,19,414
3,0.71,3,0,4,0.34,5,22
4,0.39,2,0,1,0.32,13,240
6,0.61,1,0,1,0.28,20,26
5,0.33,1,0,1,0.32,15,153
4,0.88,3,0,4,0.52,12,75
6,0.51,1,0,1,0.2,8,24
6,0.66,1,0,1,0.36,1,93
0,0.77,1,0,3,0.54,8,683
5,0.83,2,0,3,0.64,2,93
0,0.74,1,0,3,0.66,8,447
6,0.63,2,0,4,0.5,3,79
3,0.41,2,0,1,0.66,13,273
4,0.55,2,0,3,0.74,19,491
2,0.43,1,0,3,0.8,10,113
2,0.36,1,0,1,0.1,1,7
2,0.25,1,0,1,0.5,13,125
6,0.59,1,0,3,0.78,17,270
5,0.57,1,0,2,0.64,9,340
0,0.62,1,0,3,0.68,10,129
6,0.68,1,0,1,0.54,15,554
4,0.83,1,0,3,0.66,5,37
0,0.39,1,0,1,0.48,12,221
4,0.69,2,0,1,0.2,6,34
5,0.75,1,0,4,0.22,7,26
3,0.79,3,0,3,0.7,11,151
3,0.36,1,0,2,0.52,4,9
1,0.87,3,0,4,0.36,3,5
4,0.73,1,0,4,0.62,13,375
4,0.76,2,0,4,0.56,17,817
1,1.0,3,0,4,0.46,12,55
5,0.48,1,0,3,0.76,11,516
3,0.81,1,0,4,0.34,3,5
2,0.88,1,0,3,0.58,5,31
5,0.19,1,0,3,0.86,15,331
2,0.83,3,0,4,0.56,1,10
4,0.26,1,0,1,0.3,14,84
5,0.87,3,0,4,0.3,1,18
3,0.72,1,0,1,0.44,4,2
5,0.87,3,0,2,0.4,8,45
0,0.61,1,0,1,0.62,19,549
2,0.55,1,0,1,0.2,6,33
3,0.43,1,0,1,0.18,3,1
1,0.54,1,0,2,0.66,0,43
5,0.65,1,0,4,0.24,7,11
0,0.74,2,1,3,0.7,11,308
0,0.53,2,0,4,0.36,19,251
1,0.82,3,0,2,0.5,3,5
4,0.66,1,0,3,0.74,5,35
2,0.52,1,0,4,0.56,10,217
0,0.54,1,0,4,0.42,17,486
0,0.34,1,1,1,0.34,20,126
5,0.89,1,0,3,0.66,7,82
5,0.62,1,0,4,0.4,0,96
1,0.6,2,0,4,0.54,15,191
0,0.35,1,0,2,0.78,13,180
5,0.84,1,0,3,0.7,21,269
3,0.33,1,0,3,0.92,15,194
3,0.7,3,0,1,0.32,10,44
5,0.82,3,0,4,0.4,9,129
0,0.94,3,0,4,0.46,1,12
0,0.55,2,0,3,0.78,11,215
0,0.69,1,0,2,0.64,20,336
5,0.59,1,0,4,0.52,4,14
3,0.73,2,0,3,0.64,9,209
1,0.65,1,0,3,0.66,23,77
2,0.61,1,0,3,0.7,20,427
6,0.79,2,0,3,0.72,10,388
2,0.87,2,0,1,0.34,16,118
6,0.52,1,0,2,0.78,16,501
1,0.73,3,0,2,0.64,13,239
6,0.47,1,0,1,0.22,9,87
2,0.61,3,0,3,0.66,18,683
3,0.83,1,0,3,0.66,20,165
3,0.81,3,0,1,0.34,16,118
6,0.51,1,0,1,0.22,9,32
2,0.52,1,0,4,0.3,9,332
2,0.45,2,0,2,0.7,13,255
6,0.87,2,0,4,0.3,10,293
0,0.76,1,1,4,0.4,1,30
3,0.66,2,0,3,0.76,14,149
3,0.31,1,0,2,0.5,16,402
6,0.48,1,0,4,0.5,12,585
6,0.42,1,0,3,0.74,11,449
4,0.68,1,0,4,0.54,1,46
3,0.54,1,0,2,0.66,23,140
5,0.49,1,0,2,0.54,9,218
0,0.36,1,0,1,0.46,14,158
6,0.51,1,0,4,0.46,23,67
3,0.33,1,0,3,0.76,13,177
1,0.73,1,0,3,0.62,6,119
5,0.62,2,0,3,0.76,13,591
4,0.5,1,0,4,0.62,14,256
2,0.88,1,0,2,0.56,8,453
5,0.64,2,0,1,0.18,10,55
2,0.5,1,0,4,0.38,18,569
0,0.21,1,0,1,0.36,17,438
5,0.8,2,0,1,0.16,23,52
6,0.72,1,0,4,0.46,10,189
5,0.67,2,0,1,0.42,12,299
0,0.8,1,0,1,0.2,2,3
3,0.89,2,0,3,0.64,6,118
2,0.88,1,0,1,0.5,23,54
5,0.45,1,0,1,0.28,17,68
1,0.78,1,0,3,0.6,8,723
2,0.19,1,0,2,0.58,15,229
5,0.44,1,0,4,0.44,19,332
1,0.77,2,0,4,0.5,0,28
5,0.87,2,0,2,0.38,20,93
6,0.58,3,0,2,0.74,14,317
6,0.56,1,0,1,0.28,21,66
6,0.73,2,0,3,0.64,19,341
1,0.34,1,0,3,0.66,22,245
3,0.31,1,0,2,0.6,17,732
1,0.55,1,0,2,0.8,18,795
0,0.62,1,0,3,0.74,7,282
0,0.72,1,0,3,0.5,6,180
0,0.55,2,0,1,0.26,13,120
3,0.83,1,0,3,0.52,5,57
6,0.5,1,0,1,0.4,23,52
3,0.45,1,0,4,0.28,18,565
4,0.41,1,0,1,0.22,17,159
6,0.66,1,0,2,0.4,3,25
3,0.59,2,0,1,0.2,23,23
2,0.88,2,0,2,0.62,4,6
0,0.88,1,0,2,0.6,9,167
4,0.23,1,0,2,0.62,14,334
6,0.94,1,0,2,0.52,6,18
6,0.51,1,0,3,0.72,17,380
3,0.53,1,0,3,0.9,15,133
2,0.43,1,0,2,0.36,5,40
3,0.53,1,0,1,0.34,3,4
0,0.65,1,0,3,0.7,1,31
4,0.49,2,0,1,0.3,15,225
5,0.76,1,0,4,0.4,21,157
6,0.56,1,0,2,0.54,9,251
4,0.45,1,0,4,0.5,12,240
6,0.42,1,0,2,0.7,18,479
5,0.5,1,0,2,0.36,1,67
1,0.43,1,0,2,0.6,18,790
5,0.94,2,0,2,0.54,16,295
1,0.67,1,0,4,0.42,5,52
0,0.47,2,1,1,0.2,16,82
4,0.78,1,0,3,0.64,3,3
3,0.35,1,1,4,0.44,12,262
2,0.87,2,0,1,0.26,11,99
4,0.94,1,0,2,0.42,7,359
3,0.61,1,0,4,0.34,3,15
1,0.32,2,0,1,0.24,13,50
3,0.79,2,0,3,0.7,14,120
5,0.88,3,0,3,0.6,15,380
3,0.46,2,0,3,0.82,18,811
1,0.44,1,0,3,0.86,12,163
2,0.66,1,0,2,0.34,5,24
3,0.59,1,0,1,0.5,22,76
2,0.87,3,0,4,0.3,21,6
1,0.35,1,0,3,0.74,13,229
5,0.37,1,0,3,0.92,10,325
0,0.46,1,0,4,0.36,14,137
1,0.88,1,0,3,0.58,19,337
2,0.56,1,0,1,0.3,2,4
3,0.82,2,0,1,0.5,0,27
2,0.81,2,0,4,0.3,0,16
2,0.77,3,0,4,0.52,7,68
6,0.61,2,0,1,0.28,13,274
3,0.69,1,0,4,0.22,6,121
6,0.87,2,0,2,0.4,10,150
2,0.24,1,0,3,0.82,17,843
1,0.49,1,0,2,0.6,2,10
0,0.74,1,0,3,0.72,23,113
2,0.5,1,0,4,0.42,14,218
0,0.86,1,0,1,0.16,6,72
6,0.52,1,0,4,0.52,15,387
2,0.87,2,0,4,0.3,7,337
4,0.31,1,0,3,0.9,16,380
0,0.76,1,1,3,0.72,20,261
2,0.32,1,0,2,0.72,18,744
0,0.59,1,0,4,0.46,6,168
1,0.43,1,0,2,0.8,17,539
1,0.94,2,0,3,0.6,7,309
5,0.32,1,0,4,0.52,16,361
0,0.65,1,0,3,0.7,0,35
6,0.55,2,0,1,0.22,7,3
0,0.69,1,0,4,0.22,4,10
1,0.49,1,0,2,0.6,0,31
0,0.69,2,0,2,0.62,20,218
3,0.26,1,0,2,0.56,17,533
5,0.78,1,0,2,0.58,14,391
4,0.56,1,0,1,0.3,11,138
5,0.87,2,0,2,0.36,1,33
4,0.5,1,0,2,0.38,1,27
2,0.42,1,1,3,0.9,18,430
5,0.44,1,0,1,0.42,9,76
5,0.76,2,0,4,0.4,16,223
1,0.63,3,0,2,0.52,9,162
5,0.43,1,0,3,0.76,12,463
0,0.93,2,0,4,0.28,7,311
3,0.79,2,0,2,0.72,4,6
1,0.17,1,0,2,0.42,18,644
4,0.79,1,0,3,0.7,13,122
3,0.7,2,0,4,0.3,4,6
5,0.87,3,0,4,0.28,0,19
5,0.13,1,0,1,0.44,2,17
4,0.52,1,0,2,0.78,16,584
2,0.49,1,0,1,0.32,21,59
6,0.61,2,0,3,0.7,1,78
3,0.78,1,0,4,0.6,3,7
6,0.42,1,0,1,0.1,0,25
4,0.53,1,0,3,0.64,0,65
3,0.78,1,0,3,0.6,7,342
3,0.62,1,0,1,0.42,21,138
0,0.69,1,0,1,0.2,7,30
4,0.5,2,0,4,0.36,17,446
0,0.65,1,0,3,0.7,18,483
5,0.71,2,0,1,0.4,6,6
6,0.43,1,0,4,0.62,14,313
3,0.41,1,0,2,0.46,23,115
3,0.87,3,0,2,0.3,13,68
2,0.76,1,0,4,0.38,2,16
3,0.68,2,0,4,0.56,20,387
1,0.55,2,0,1,0.16,5,6
2,0.48,1,0,2,0.48,0,41
6,0.7,1,0,3,0.7,22,148
2,0.78,1,0,3,0.6,23,84
1,0.88,2,0,3,0.54,1,14
5,0.57,2,0,4,0.36,20,163
3,0.74,2,0,3,0.68,16,301
3,0.53,2,0,2,0.64,15,217
6,0.44,1,0,4,0.46,0,107
4,0.52,3,0,2,0.54,18,470
2,0.41,1,0,1,0.24,19,151
6,0.37,1,0,4,0.56,15,724
1,0.74,1,0,1,0.16,6,36
5,1.0,3,0,2,0.3,3,14
3,0.44,1,0,3,0.86,14,197
1,0.49,1,0,2,0.3,23,26
0,0.56,1,0,4,0.54,10,179
5,0.87,2,0,4,0.4,10,287
0,0.49,1,1,1,0.32,18,75
3,0.64,1,0,2,0.6,20,276
5,0.81,2,0,4,0.32,12,446
2,0.7,1,0,2,0.7,16,218
2,0.88,2,0,4,0.46,2,8
6,0.68,2,0,2,0.54,1,94
3,0.38,1,0,3,0.8,18,853
2,0.61,1,0,4,0.68,12,316
4,0.7,1,0,4,0.24,2,12
1,0.54,1,0,3,0.72,18,625
0,0.94,3,1,3,0.66,20,82
5,0.5,1,0,4,0.4,17,309
0,0.44,1,1,1,0.24,14,181
4,0.34,2,0,2,0.34,16,150
4,0.65,1,0,4,0.28,6,75
0,0.83,3,0,2,0.56,8,221
2,0.78,2,0,2,0.6,6,144
1,0.78,2,0,3,0.66,0,30
4,0.9,2,0,4,0.56,8,209
6,0.41,1,0,1,0.26,11,136
4,0.66,1,0,4,0.32,1,16
4,0.7,1,0,4,0.26,0,52
3,0.71,1,0,1,0.34,2,8
1,0.54,1,0,2,0.7,17,517
1,0.2,2,0,1,0.38,14,72
6,0.36,1,0,4,0.64,15,649
3,0.83,1,0,3,0.66,5,26
0,0.73,1,0,2,0.62,23,97
1,0.37,1,0,1,0.22,14,64
4,0.37,1,0,1,0.22,10,63
6,0.87,2,0,4,0.36,10,257
6,0.59,1,0,3,0.8,9,229
2,0.52,1,0,2,0.82,10,167
1,0.74,1,0,3,0.7,23,64
4,0.32,1,0,1,0.42,16,307
5,0.65,1,0,3,0.66,10,474
5,0.17,1,0,1,0.4,6,6
2,0.83,1,0,2,0.52,1,26
2,0.79,1,0,3,0.72,9,219
2,0.53,1,0,1,0.32,0,32
2,0.62,1,0,3,0.72,21,230
3,0.64,1,0,3,0.6,6,123
1,0.93,2,0,1,0.16,10,47
4,0.52,1,0,3,0.78,23,116
5,0.93,2,0,4,0.36,2,70
5,0.72,1,0,2,0.46,11,463
1,0.6,1,0,4,0.6,17,625
0,0.8,1,0,1,0.22,4,1
2,0.86,3,0,1,0.14,20,84
4,0.29,1,0,3,0.92,17,576
1,0.94,2,0,2,0.52,6,109
5,0.5,2,0,3,0.66,2,59
4,0.88,2,0,2,0.52,12,223
4,0.53,1,0,4,0.32,3,9
0,0.92,2,0,1,0.2,22,62
5,0.57,2,0,4,0.32,21,139
3,0.66,1,0,1,0.34,3,2
5,0.52,2,0,4,0.3,1,43
